EXPNUM,EXPRA,EXPDEC,EXPTIME,AIRMASS,BAND,NITE,MJD_OBS,FIELD,OBJECT,PROGRAM
632987,177.297,-18.3142,180.0,1.86,i,20170321,57834.3638569,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632988,177.31,-18.3309,180.0,1.9,g,20170321,57834.3662747,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632989,177.31,-18.3309,180.0,1.94,i,20170321,57834.3686949,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632990,177.297,-18.3475,180.0,1.98,g,20170321,57834.3711179,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632991,177.297,-18.3475,180.0,2.03,i,20170321,57834.3735512,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632992,177.323,-18.3475,180.0,2.08,g,20170321,57834.3759639,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
632993,177.323,-18.3475,180.0,2.13,i,20170321,57834.3783681,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637270,177.31,-18.3309,180.0,1.39,g,20170404,57848.2829172,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637271,177.31,-18.3309,180.0,1.41,i,20170404,57848.2853212,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637272,177.297,-18.3475,180.0,1.43,g,20170404,57848.2877413,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637273,177.297,-18.3475,180.0,1.45,i,20170404,57848.2901546,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637274,177.323,-18.3475,180.0,1.47,g,20170404,57848.292572,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637275,177.323,-18.3475,180.0,1.49,i,20170404,57848.2949757,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637276,177.323,-18.3142,180.0,1.51,g,20170404,57848.2973844,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637277,177.323,-18.3142,180.0,1.54,i,20170404,57848.2997957,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637278,177.297,-18.3142,180.0,1.56,g,20170404,57848.3022055,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637279,177.297,-18.3142,180.0,1.59,i,20170404,57848.3046255,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637280,177.31,-18.3309,180.0,1.61,g,20170404,57848.3070404,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637281,177.31,-18.3309,180.0,1.64,i,20170404,57848.3094641,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637282,177.297,-18.3475,180.0,1.67,g,20170404,57848.311882,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637283,177.297,-18.3475,180.0,1.7,i,20170404,57848.3143105,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637284,177.323,-18.3475,180.0,1.73,g,20170404,57848.316726,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637285,177.323,-18.3475,180.0,1.76,i,20170404,57848.319152,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637286,177.323,-18.3142,180.0,1.8,g,20170404,57848.3215769,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
637287,177.323,-18.3142,180.0,1.83,i,20170404,57848.3240019,,Crater II,The large but very diffuse Milky Way satellite galaxy Crater II: &
742571,170.329,-24.9993,120.0,1.07,r,20180504,58243.1165437,,Blind13A_19,HiTS: Post-Explosion Image Difference Templates for Better &
742572,171.686,-22.9037,120.0,1.07,r,20180504,58243.1182733,,Blind13A_20,HiTS: Post-Explosion Image Difference Templates for Better &
742573,174.312,-22.9038,120.0,1.06,r,20180504,58243.1200126,,Blind13A_21,HiTS: Post-Explosion Image Difference Templates for Better &
742574,172.999,-24.9994,120.0,1.07,r,20180504,58243.1217452,,Blind13A_22,HiTS: Post-Explosion Image Difference Templates for Better &
742579,175.67,-24.999,120.0,1.07,r,20180504,58243.1304987,,Blind13A_27,HiTS: Post-Explosion Image Difference Templates for Better &
742580,176.941,-22.9033,120.0,1.07,r,20180504,58243.1322429,,Blind13A_28,HiTS: Post-Explosion Image Difference Templates for Better &
742581,179.567,-22.9035,120.0,1.06,r,20180504,58243.1339686,,Blind13A_29,HiTS: Post-Explosion Image Difference Templates for Better &
742582,178.34,-24.999,120.0,1.07,r,20180504,58243.1356795,,Blind13A_30,HiTS: Post-Explosion Image Difference Templates for Better &
816679,177.969,-23.587,41.0,1.47,r,20190127,58511.1921132,DEROSITAS,Tile 6909 Pass 1,derositas
816794,179.026,-16.655,80.0,1.05,z,20190127,58511.3780248,DEROSITAS,Tile 6922 Pass 1,derositas
816795,178.037,-18.058,80.0,1.05,z,20190127,58511.3792896,DEROSITAS,Tile 6923 Pass 1,derositas
817134,170.455,-19.4498,30.0,1.39,r,20190128,58512.183407,DEROSITAS,Tile 6962 Pass 2,derositas
817135,171.363,-20.7945,30.0,1.39,r,20190128,58512.1841473,DEROSITAS,Tile 6949 Pass 2,derositas
817136,172.226,-18.456,30.0,1.42,r,20190128,58512.1848694,DEROSITAS,Tile 6961 Pass 1,derositas
817137,171.324,-17.106,30.0,1.41,r,20190128,58512.1855512,DEROSITAS,Tile 6976 Pass 1,derositas
817138,170.433,-15.746,30.0,1.4,r,20190128,58512.1862716,DEROSITAS,Tile 6992 Pass 1,derositas
817153,172.319,-15.596,30.0,1.37,r,20190128,58512.1965098,DEROSITAS,Tile 6975 Pass 1,derositas
817154,173.226,-16.946,30.0,1.37,r,20190128,58512.1971928,DEROSITAS,Tile 6960 Pass 1,derositas
817155,174.145,-18.287,30.0,1.37,r,20190128,58512.197868,DEROSITAS,Tile 6947 Pass 1,derositas
817156,173.139,-19.797,30.0,1.33,r,20190128,58512.1985412,DEROSITAS,Tile 6948 Pass 1,derositas
817157,174.065,-21.128,30.0,1.33,r,20190128,58512.1992102,DEROSITAS,Tile 6936 Pass 1,derositas
817158,174.232,-21.906,30.0,1.33,r,20190128,58512.1999436,DEROSITAS,Tile 6926 Pass 2,derositas
817159,172.821,-24.229,30.0,1.28,r,20190128,58512.2006241,DEROSITAS,Tile 6938 Pass 4,derositas
817160,173.173,-24.3966,34.0,1.29,r,20190128,58512.2013104,DEROSITAS,Tile 6927 Pass 3,derositas
817162,176.162,-24.5255,30.0,1.33,r,20190128,58512.2027304,DEROSITAS,Tile 6910 Pass 2,derositas
817163,175.965,-23.766,30.0,1.32,r,20190128,58512.2034099,DEROSITAS,Tile 6917 Pass 1,derositas
817164,177.184,-23.0399,30.0,1.34,r,20190128,58512.2040847,DEROSITAS,Tile 6909 Pass 2,derositas
817165,176.023,-20.946,30.0,1.33,r,20190128,58512.204765,DEROSITAS,Tile 6925 Pass 1,derositas
817166,175.077,-19.62,30.0,1.32,r,20190128,58512.2054698,DEROSITAS,Tile 6935 Pass 1,derositas
817167,176.083,-18.149,30.0,1.35,r,20190128,58512.2061488,DEROSITAS,Tile 6934 Pass 1,derositas
817168,177.035,-19.485,30.0,1.35,r,20190128,58512.2068374,DEROSITAS,Tile 6924 Pass 1,derositas
817169,178.004,-20.821,30.0,1.35,r,20190128,58512.2075362,DEROSITAS,Tile 6915 Pass 1,derositas
817170,178.202,-21.6145,30.0,1.35,r,20190128,58512.2082245,DEROSITAS,Tile 6908 Pass 2,derositas
817171,179.206,-22.9713,30.0,1.35,r,20190128,58512.2088992,DEROSITAS,Tile 12974 Pass 2,derositas
817172,178.185,-24.3635,30.0,1.32,r,20190128,58512.2095824,DEROSITAS,Tile 6903 Pass 2,derositas
817178,180.228,-24.3632,30.0,1.33,r,20190128,58512.2137326,DEROSITAS,Tile 12992 Pass 2,derositas
817179,180.212,-22.5604,30.0,1.34,r,20190128,58512.2144055,DEROSITAS,Tile 13012 Pass 3,derositas
817181,180.0,-20.776,30.0,1.34,r,20190128,58512.2157731,DEROSITAS,Tile 12979 Pass 1,derositas
817182,179.01,-19.411,30.0,1.33,r,20190128,58512.2164507,DEROSITAS,Tile 6914 Pass 1,derositas
817183,178.037,-18.058,30.0,1.32,r,20190128,58512.2171307,DEROSITAS,Tile 6923 Pass 1,derositas
817184,177.08,-16.709,30.0,1.31,r,20190128,58512.2178153,DEROSITAS,Tile 6933 Pass 1,derositas
817185,176.138,-15.36,30.0,1.3,r,20190128,58512.2185401,DEROSITAS,Tile 6945 Pass 1,derositas
817186,174.221,-15.465,30.0,1.27,r,20190128,58512.2192241,DEROSITAS,Tile 6959 Pass 1,derositas
817198,178.066,-15.292,30.0,1.28,r,20190128,58512.2274298,DEROSITAS,Tile 6932 Pass 1,derositas
817199,179.026,-16.655,30.0,1.28,r,20190128,58512.2281672,DEROSITAS,Tile 6922 Pass 1,derositas
817200,180.0,-18.025,30.0,1.28,r,20190128,58512.2288516,DEROSITAS,Tile 6913 Pass 1,derositas
817205,180.0,-15.268,30.0,1.28,r,20190128,58512.2322982,DEROSITAS,Tile 6921 Pass 1,derositas
817213,179.206,-20.2283,30.0,1.21,r,20190128,58512.238117,DEROSITAS,Tile 12979 Pass 2,derositas
817214,177.2,-21.2189,30.0,1.18,r,20190128,58512.2388202,DEROSITAS,Tile 6915 Pass 3,derositas
817215,172.368,-19.2541,30.0,1.14,r,20190128,58512.2395646,DEROSITAS,Tile 6948 Pass 2,derositas
817223,170.555,-16.5657,30.0,1.12,r,20190128,58512.2451904,DEROSITAS,Tile 6976 Pass 2,derositas
817224,171.456,-17.9143,30.0,1.12,r,20190128,58512.245875,DEROSITAS,Tile 6961 Pass 2,derositas
817225,171.307,-21.7298,30.0,1.1,r,20190128,58512.2465954,DEROSITAS,Tile 6949 Pass 3,derositas
817226,173.25,-21.5236,30.0,1.11,r,20190128,58512.2472916,DEROSITAS,Tile 6936 Pass 3,derositas
817227,174.192,-22.8473,30.0,1.11,r,20190128,58512.2479742,DEROSITAS,Tile 6926 Pass 3,derositas
817228,175.153,-24.163,30.0,1.11,r,20190128,58512.2486667,DEROSITAS,Tile 6917 Pass 3,derositas
817240,175.243,-20.4001,30.0,1.1,r,20190128,58512.2572501,DEROSITAS,Tile 6925 Pass 2,derositas
817241,174.299,-19.075,30.0,1.1,r,20190128,58512.2579404,DEROSITAS,Tile 6935 Pass 2,derositas
817242,173.369,-17.7429,30.0,1.1,r,20190128,58512.2586106,DEROSITAS,Tile 6947 Pass 2,derositas
817243,172.451,-16.403,30.0,1.1,r,20190128,58512.259307,DEROSITAS,Tile 6960 Pass 2,derositas
817244,171.544,-15.0542,30.0,1.1,r,20190128,58512.2599882,DEROSITAS,Tile 6975 Pass 2,derositas
817250,171.544,-15.0542,30.0,1.09,r,20190128,58512.2641731,DEROSITAS,Tile 6975 Pass 2,derositas
817251,172.451,-16.403,30.0,1.08,r,20190128,58512.2648669,DEROSITAS,Tile 6960 Pass 2,derositas
817252,173.369,-17.7429,30.0,1.08,r,20190128,58512.2655398,DEROSITAS,Tile 6947 Pass 2,derositas
817253,174.299,-19.075,30.0,1.08,r,20190128,58512.266224,DEROSITAS,Tile 6935 Pass 2,derositas
817254,172.323,-20.1918,30.0,1.06,r,20190128,58512.2669206,DEROSITAS,Tile 6948 Pass 3,derositas
817255,175.243,-20.4001,30.0,1.08,r,20190128,58512.2676064,DEROSITAS,Tile 6925 Pass 2,derositas
817256,176.251,-18.9384,30.0,1.09,r,20190128,58512.2682826,DEROSITAS,Tile 6924 Pass 2,derositas
817257,175.301,-17.6031,30.0,1.09,r,20190128,58512.2689799,DEROSITAS,Tile 6934 Pass 2,derositas
817258,176.294,-16.1624,31.0,1.1,r,20190128,58512.2696824,DEROSITAS,Tile 6933 Pass 2,derositas
817271,178.234,-16.1075,40.0,1.09,r,20190128,58512.2788682,DEROSITAS,Tile 6922 Pass 2,derositas
817272,177.249,-17.5109,34.0,1.08,r,20190128,58512.2796716,DEROSITAS,Tile 6923 Pass 2,derositas
817273,179.206,-17.4773,43.0,1.09,r,20190128,58512.2803916,DEROSITAS,Tile 6913 Pass 2,derositas
817274,178.209,-19.8092,30.0,1.07,r,20190128,58512.2812344,DEROSITAS,Tile 6914 Pass 3,derositas
817275,179.201,-21.1743,30.0,1.07,r,20190128,58512.2819132,DEROSITAS,Tile 12979 Pass 3,derositas
817276,180.193,-18.8632,38.0,1.08,r,20190128,58512.2826106,DEROSITAS,Tile 13038 Pass 2,derositas
817367,178.974,-24.911,56.0,1.03,z,20190128,58512.3806339,DEROSITAS,Tile 6903 Pass 1,derositas
817371,178.992,-22.162,56.0,1.05,z,20190128,58512.3847821,DEROSITAS,Tile 6908 Pass 1,derositas
817372,177.969,-23.587,56.0,1.05,z,20190128,58512.3857686,DEROSITAS,Tile 6909 Pass 1,derositas
817674,170.507,-17.4989,30.0,1.32,r,20190129,58513.1936608,DEROSITAS,Tile 6976 Pass 3,derositas
817685,173.411,-15.8607,32.0,1.34,r,20190129,58513.2012605,DEROSITAS,Tile 6959 Pass 3,derositas
817687,175.332,-15.7571,39.0,1.36,r,20190129,58513.2028757,DEROSITAS,Tile 6945 Pass 3,derositas
817688,176.275,-17.1065,34.0,1.36,r,20190129,58513.2036527,DEROSITAS,Tile 6933 Pass 3,derositas
817689,175.275,-18.546,30.0,1.33,r,20190129,58513.2043654,DEROSITAS,Tile 6934 Pass 3,derositas
817690,176.229,-19.8825,30.0,1.33,r,20190129,58513.20507,DEROSITAS,Tile 6924 Pass 3,derositas
817691,173.25,-21.5236,30.0,1.26,r,20190129,58513.2057616,DEROSITAS,Tile 6936 Pass 3,derositas
817692,175.153,-24.163,30.0,1.27,r,20190129,58513.2064424,DEROSITAS,Tile 6917 Pass 3,derositas
817695,179.201,-23.9173,30.0,1.33,r,20190129,58513.2086179,DEROSITAS,Tile 12974 Pass 3,derositas
817696,177.234,-18.4559,30.0,1.33,r,20190129,58513.2094349,DEROSITAS,Tile 6923 Pass 3,derositas
817697,178.225,-17.0532,30.0,1.36,r,20190129,58513.2101255,DEROSITAS,Tile 6922 Pass 3,derositas
817698,177.264,-15.6899,30.0,1.35,r,20190129,58513.2108025,DEROSITAS,Tile 6932 Pass 3,derositas
817717,179.201,-18.4233,40.0,1.27,r,20190129,58513.2244277,DEROSITAS,Tile 6913 Pass 3,derositas
817718,180.194,-19.8094,35.0,1.27,r,20190129,58513.225258,DEROSITAS,Tile 13038 Pass 3,derositas
817720,180.212,-22.5604,30.0,1.25,r,20190129,58513.2267408,DEROSITAS,Tile 13012 Pass 3,derositas
817795,178.209,-19.8092,35.0,1.05,r,20190129,58513.2902682,DEROSITAS,Tile 6914 Pass 3,derositas
817796,179.202,-15.6663,30.0,1.07,r,20190129,58513.2910463,DEROSITAS,Tile 6921 Pass 3,derositas
817867,179.01,-19.411,80.0,1.04,z,20190129,58513.3695987,DEROSITAS,Tile 6914 Pass 1,derositas
817868,178.004,-20.821,80.0,1.04,z,20190129,58513.3708712,DEROSITAS,Tile 6915 Pass 1,derositas
817869,175.965,-23.766,80.0,1.04,z,20190129,58513.372138,DEROSITAS,Tile 6917 Pass 1,derositas
817872,178.037,-18.058,80.0,1.06,z,20190129,58513.3763202,DEROSITAS,Tile 6923 Pass 1,derositas
817873,177.035,-19.485,47.0,1.06,z,20190129,58513.3775854,DEROSITAS,Tile 6924 Pass 1,derositas
817874,176.023,-20.946,47.0,1.06,z,20190129,58513.3784563,DEROSITAS,Tile 6925 Pass 1,derositas
817875,175.006,-22.451,47.0,1.06,z,20190129,58513.379328,DEROSITAS,Tile 6926 Pass 1,derositas
817876,173.991,-24.001,47.0,1.06,z,20190129,58513.380197,DEROSITAS,Tile 6927 Pass 1,derositas
817879,178.066,-15.292,94.0,1.08,z,20190129,58513.3842326,DEROSITAS,Tile 6932 Pass 1,derositas
821609,180.0,-23.519,90.0,1.02,g,20190209,58524.3398027,DELVE,DELVE field: 12974-01-g,delve-wide
822799,170.093,-24.472,90.0,1.01,g,20190212,58527.296857,DELVE,DELVE field: 6951-01-g,delve-wide
822804,170.199,-21.536,90.0,1.03,g,20190212,58527.3037572,DELVE,DELVE field: 6963-01-g,delve-wide
822805,172.128,-21.336,90.0,1.02,g,20190212,58527.3051302,DELVE,DELVE field: 6949-01-g,delve-wide
822806,171.219,-19.99,90.0,1.03,g,20190212,58527.306503,DELVE,DELVE field: 6962-01-g,delve-wide
822807,170.322,-18.636,90.0,1.04,g,20190212,58527.3078745,DELVE,DELVE field: 6977-01-g,delve-wide
822808,172.226,-18.456,90.0,1.04,g,20190212,58527.3093448,DELVE,DELVE field: 6961-01-g,delve-wide
822809,173.139,-19.797,90.0,1.03,g,20190212,58527.3107095,DELVE,DELVE field: 6948-01-g,delve-wide
822810,174.065,-21.128,90.0,1.03,g,20190212,58527.3121015,DELVE,DELVE field: 6936-01-g,delve-wide
822811,175.006,-22.451,90.0,1.02,g,20190212,58527.3134846,DELVE,DELVE field: 6926-01-g,delve-wide
822812,175.965,-23.766,90.0,1.02,g,20190212,58527.3148627,DELVE,DELVE field: 6917-01-g,delve-wide
822813,176.987,-22.267,90.0,1.02,g,20190212,58527.3162396,DELVE,DELVE field: 6916-01-g,delve-wide
822814,177.969,-23.587,90.0,1.01,g,20190212,58527.3176191,DELVE,DELVE field: 6909-01-g,delve-wide
822815,178.974,-24.911,90.0,1.01,g,20190212,58527.3189814,DELVE,DELVE field: 6903-01-g,delve-wide
822828,178.004,-20.821,90.0,1.05,g,20190212,58527.3384341,DELVE,DELVE field: 6915-01-g,delve-wide
822829,179.01,-19.411,90.0,1.05,g,20190212,58527.3398134,DELVE,DELVE field: 6914-01-g,delve-wide
822830,180.0,-18.025,90.0,1.05,g,20190212,58527.3411806,DELVE,DELVE field: 6913-01-g,delve-wide
822851,180.0,-15.268,90.0,1.13,g,20190212,58527.3704202,DELVE,DELVE field: 6921-01-g,delve-wide
822852,179.026,-16.655,90.0,1.13,g,20190212,58527.3718495,DELVE,DELVE field: 6922-01-g,delve-wide
822853,178.037,-18.058,90.0,1.14,g,20190212,58527.3732195,DELVE,DELVE field: 6923-01-g,delve-wide
822854,177.035,-19.485,90.0,1.14,g,20190212,58527.3745858,DELVE,DELVE field: 6924-01-g,delve-wide
822855,176.023,-20.946,90.0,1.15,g,20190212,58527.3759525,DELVE,DELVE field: 6925-01-g,delve-wide
822856,175.077,-19.62,90.0,1.17,g,20190212,58527.3773302,DELVE,DELVE field: 6935-01-g,delve-wide
822857,176.023,-20.946,90.0,1.16,i,20190212,58527.3786988,DELVE,DELVE field: 6925-01-i,delve-wide
822858,178.004,-20.821,90.0,1.14,i,20190212,58527.3800733,DELVE,DELVE field: 6915-01-i,delve-wide
822859,178.992,-22.162,90.0,1.13,i,20190212,58527.3814529,DELVE,DELVE field: 6908-01-i,delve-wide
823166,172.024,-24.229,90.0,1.02,g,20190213,58528.246206,DELVE,DELVE field: 6938-01-g,delve-wide
823170,173.991,-24.001,90.0,1.02,g,20190213,58528.2517113,DELVE,DELVE field: 6927-01-g,delve-wide
823171,174.145,-18.287,90.0,1.03,g,20190213,58528.2536292,DELVE,DELVE field: 6947-01-g,delve-wide
823172,173.226,-16.946,90.0,1.04,g,20190213,58528.2550024,DELVE,DELVE field: 6960-01-g,delve-wide
823173,171.324,-17.106,90.0,1.03,g,20190213,58528.2563857,DELVE,DELVE field: 6976-01-g,delve-wide
823174,170.433,-15.746,90.0,1.04,g,20190213,58528.2577451,DELVE,DELVE field: 6992-01-g,delve-wide
823189,172.319,-15.596,90.0,1.03,g,20190213,58528.2785308,DELVE,DELVE field: 6975-01-g,delve-wide
823190,174.221,-15.465,90.0,1.03,g,20190213,58528.2799017,DELVE,DELVE field: 6959-01-g,delve-wide
823191,175.146,-16.81,90.0,1.03,g,20190213,58528.2812788,DELVE,DELVE field: 6946-01-g,delve-wide
823192,176.083,-18.149,90.0,1.02,g,20190213,58528.2826462,DELVE,DELVE field: 6934-01-g,delve-wide
823193,177.08,-16.709,90.0,1.03,g,20190213,58528.2840142,DELVE,DELVE field: 6933-01-g,delve-wide
823194,176.138,-15.36,90.0,1.03,g,20190213,58528.2853821,DELVE,DELVE field: 6945-01-g,delve-wide
823204,178.066,-15.292,90.0,1.04,g,20190213,58528.2994031,DELVE,DELVE field: 6932-01-g,delve-wide
823916,174.221,-15.465,90.0,1.16,i,20190215,58530.1939151,DELVE,DELVE field: 6959-01-i,delve-wide
823921,176.138,-15.36,90.0,1.16,i,20190215,58530.2010126,DELVE,DELVE field: 6945-01-i,delve-wide
823922,177.08,-16.709,90.0,1.15,i,20190215,58530.2023764,DELVE,DELVE field: 6933-01-i,delve-wide
823923,178.037,-18.058,90.0,1.15,i,20190215,58530.2037566,DELVE,DELVE field: 6923-01-i,delve-wide
823924,177.035,-19.485,90.0,1.13,i,20190215,58530.2051267,DELVE,DELVE field: 6924-01-i,delve-wide
823925,179.01,-19.411,90.0,1.14,i,20190215,58530.2064938,DELVE,DELVE field: 6914-01-i,delve-wide
823926,180.0,-20.776,90.0,1.14,i,20190215,58530.2078714,DELVE,DELVE field: 12979-01-i,delve-wide
823927,177.969,-23.587,90.0,1.11,i,20190215,58530.209241,DELVE,DELVE field: 6909-01-i,delve-wide
823928,178.974,-24.911,90.0,1.11,i,20190215,58530.2106905,DELVE,DELVE field: 6903-01-i,delve-wide
823931,180.0,-23.519,90.0,1.11,i,20190215,58530.2147975,DELVE,DELVE field: 12974-01-i,delve-wide
823960,180.0,-15.268,90.0,1.03,i,20190215,58530.2858226,DELVE,DELVE field: 6921-01-i,delve-wide
824340,170.433,-15.746,56.0,1.07,z,20190216,58531.2186884,DEROSITAS,Tile 6992 Pass 1,derositas
824341,171.324,-17.106,56.0,1.06,z,20190216,58531.2196698,DEROSITAS,Tile 6976 Pass 1,derositas
824342,170.322,-18.636,56.0,1.05,z,20190216,58531.2206514,DEROSITAS,Tile 6977 Pass 1,derositas
824343,171.219,-19.99,56.0,1.05,z,20190216,58531.2216228,DEROSITAS,Tile 6962 Pass 1,derositas
824344,172.226,-18.456,56.0,1.06,z,20190216,58531.2226127,DEROSITAS,Tile 6961 Pass 1,derositas
824345,173.139,-19.797,56.0,1.05,z,20190216,58531.2235918,DEROSITAS,Tile 6948 Pass 1,derositas
824346,174.145,-18.287,56.0,1.06,z,20190216,58531.2245844,DEROSITAS,Tile 6947 Pass 1,derositas
824347,173.226,-16.946,56.0,1.06,z,20190216,58531.2255618,DEROSITAS,Tile 6960 Pass 1,derositas
824348,172.319,-15.596,56.0,1.06,z,20190216,58531.2265513,DEROSITAS,Tile 6975 Pass 1,derositas
824350,174.221,-15.465,56.0,1.07,z,20190216,58531.2285428,DEROSITAS,Tile 6959 Pass 1,derositas
824351,175.146,-16.81,56.0,1.07,z,20190216,58531.2295318,DEROSITAS,Tile 6946 Pass 1,derositas
824352,176.083,-18.149,56.0,1.06,z,20190216,58531.2305111,DEROSITAS,Tile 6934 Pass 1,derositas
824353,176.251,-18.9384,72.0,1.06,z,20190216,58531.2314981,DEROSITAS,Tile 6924 Pass 2,derositas
824354,175.077,-19.62,56.0,1.05,z,20190216,58531.2326715,DEROSITAS,Tile 6935 Pass 1,derositas
824355,177.08,-16.709,56.0,1.07,z,20190216,58531.2336643,DEROSITAS,Tile 6933 Pass 1,derositas
824356,176.138,-15.36,56.0,1.07,z,20190216,58531.2346492,DEROSITAS,Tile 6945 Pass 1,derositas
824366,178.234,-16.1075,51.0,1.06,z,20190216,58531.2444769,DEROSITAS,Tile 6922 Pass 2,derositas
824367,178.219,-18.8635,30.0,1.05,z,20190216,58531.245524,DEROSITAS,Tile 6914 Pass 2,derositas
824368,180.0,-18.025,56.0,1.05,z,20190216,58531.2462246,DEROSITAS,Tile 6913 Pass 1,derositas
824370,180.0,-15.268,56.0,1.06,z,20190216,58531.2481962,DEROSITAS,Tile 6921 Pass 1,derositas
824472,177.217,-20.2739,30.0,1.09,r,20190216,58531.3456155,DEROSITAS,Tile 6915 Pass 3,derositas
824808,171.544,-15.0542,60.0,1.11,z,20190217,58532.2011206,DEROSITAS,Tile 6975 Pass 2,derositas
824809,170.555,-16.5657,67.0,1.09,z,20190217,58532.2021539,DEROSITAS,Tile 6976 Pass 2,derositas
824811,170.455,-19.4498,66.0,1.07,z,20190217,58532.2043641,DEROSITAS,Tile 6962 Pass 2,derositas
824812,171.456,-17.9143,58.0,1.08,z,20190217,58532.2054564,DEROSITAS,Tile 6961 Pass 2,derositas
824813,172.368,-19.2541,56.0,1.08,z,20190217,58532.2066391,DEROSITAS,Tile 6948 Pass 2,derositas
824814,173.369,-17.7429,56.0,1.09,z,20190217,58532.2076403,DEROSITAS,Tile 6947 Pass 2,derositas
824826,172.451,-16.403,62.0,1.07,z,20190217,58532.2190198,DEROSITAS,Tile 6960 Pass 2,derositas
824827,174.365,-16.2649,60.0,1.08,z,20190217,58532.2200668,DEROSITAS,Tile 6946 Pass 2,derositas
824828,175.301,-17.6031,60.0,1.07,z,20190217,58532.2210935,DEROSITAS,Tile 6934 Pass 2,derositas
824829,174.299,-19.075,70.0,1.06,z,20190217,58532.2221193,DEROSITAS,Tile 6935 Pass 2,derositas
824830,176.229,-19.8825,60.0,1.06,z,20190217,58532.2232569,DEROSITAS,Tile 6924 Pass 3,derositas
824831,178.209,-19.8092,30.0,1.07,z,20190217,58532.2242816,DEROSITAS,Tile 6914 Pass 3,derositas
824832,178.225,-17.0532,47.0,1.08,z,20190217,58532.2249658,DEROSITAS,Tile 6922 Pass 3,derositas
824833,176.294,-16.1624,57.0,1.08,z,20190217,58532.2258624,DEROSITAS,Tile 6933 Pass 2,derositas
824834,177.264,-15.6899,43.0,1.08,z,20190217,58532.2268676,DEROSITAS,Tile 6932 Pass 3,derositas
824850,180.177,-16.1072,60.0,1.06,z,20190217,58532.2434429,DEROSITAS,Tile 13070 Pass 2,derositas
824851,179.206,-17.4773,55.0,1.05,z,20190217,58532.2444625,DEROSITAS,Tile 6913 Pass 2,derositas
824852,180.193,-18.8632,46.0,1.05,z,20190217,58532.245574,DEROSITAS,Tile 13038 Pass 2,derositas
825213,174.065,-21.128,80.0,1.17,z,20190218,58533.1757008,DEROSITAS,Tile 6936 Pass 1,derositas
825214,172.024,-24.229,113.0,1.13,z,20190218,58533.1769856,DEROSITAS,Tile 6938 Pass 1,derositas
825215,171.104,-22.886,113.0,1.12,z,20190218,58533.1786442,DEROSITAS,Tile 6950 Pass 1,derositas
825216,170.093,-24.472,113.0,1.1,z,20190218,58533.1802962,DEROSITAS,Tile 6951 Pass 1,derositas
825217,170.199,-21.536,94.0,1.11,z,20190218,58533.181939,DEROSITAS,Tile 6963 Pass 1,derositas
825218,170.093,-24.472,94.0,1.09,z,20190218,58533.1833623,DEROSITAS,Tile 6951 Pass 1,derositas
825219,180.0,-23.519,94.0,1.18,z,20190218,58533.1850767,DEROSITAS,Tile 12974 Pass 1,derositas
825220,180.0,-20.776,94.0,1.19,z,20190218,58533.1865526,DEROSITAS,Tile 12979 Pass 1,derositas
827016,178.992,-22.162,30.0,1.02,r,20190223,58538.2391254,DEROSITAS,Tile 6908 Pass 3,derositas
827107,178.185,-24.3635,57.0,1.09,z,20190223,58538.3370246,DEROSITAS,Tile 6903 Pass 2,derositas
827113,176.162,-24.5255,75.0,1.12,z,20190223,58538.3424398,DEROSITAS,Tile 6910 Pass 2,derositas
827114,177.184,-23.0399,74.0,1.12,z,20190223,58538.3436273,DEROSITAS,Tile 6909 Pass 2,derositas
827115,178.202,-21.6145,73.0,1.12,z,20190223,58538.3449397,DEROSITAS,Tile 6908 Pass 2,derositas
827116,177.217,-20.2739,30.0,1.14,z,20190223,58538.3462702,DEROSITAS,Tile 6915 Pass 2,derositas
827117,176.987,-22.267,81.0,1.14,z,20190223,58538.3470592,DEROSITAS,Tile 6916 Pass 2,derositas
